Type,Name,JDate,Lat,Lon,Magnitude,Origin,Depth,Duration
DM,14,2441914.595833333,-29.6,-44.4,0,levent.1008weber,933.0,32.0
DM,42,2441914.9194444446,22.2,-50.7,0,levent.1008weber,907.0,36.0
DM,50,2441915.423611111,8.7,-53.4,0,levent.1008weber,828.0,35.0
DM,40,2441917.284722222,-1.3,-10.3,0,levent.1008weber,867.0,40.0
DM,20,2441918.4368055556,23.7,-31.4,0,levent.1008weber,945.0,41.0
DM,1,2441923.7569444445,-15.7,-36.6,0,levent.1008weber,867.0,50.0
DM,1,2441925.501388889,-15.7,-36.6,0,levent.1008weber,867.0,53.0
DM,53,2441927.5263888887,-10.1,-39.2,0,levent.1008weber,933.0,27.0
DM,73,2441927.577777778,21.1,-44.0,0,levent.1008weber,908.0,38.0
DM,20,2441930.4152777777,23.7,-31.4,0,levent.1008weber,945.0,22.0
DM,33,2441932.5833333335,5.1,115.8,0,levent.1008weber,877.0,40.0
DM,18,2441934.326388889,23.3,32.7,0,levent.1008weber,925.0,30.0
DM,1,2441935.957638889,-15.7,-36.6,0,levent.1008weber,867.0,21.0
DM,44,2441941.017361111,50.2,60.2,0,levent.1008weber,908.0,35.0
DM,14,2441941.4055555556,-29.6,-44.4,0,levent.1008weber,933.0,26.0
DM,42,2441942.034722222,22.2,-50.7,0,levent.1008weber,907.0,20.0
DM,50,2441942.534722222,8.7,-53.4,0,levent.1008weber,828.0,20.0
DM,40,2441943.9458333333,-1.3,-10.3,0,levent.1008weber,867.0,28.0
DM,30,2441944.7333333334,12.7,-35.7,0,levent.1008weber,931.0,24.0
DM,20,2441945.4916666667,23.7,-31.4,0,levent.1008weber,945.0,22.0
DM,1,2441953.2395833335,-15.7,-36.6,0,levent.1008weber,867.0,25.0
DM,53,2441955.456944444,-10.1,-39.2,0,levent.1008weber,933.0,22.0
DM,1,2441955.675,-15.7,-36.6,0,levent.1008weber,867.0,38.0
DM,33,2441959.5222222223,5.1,115.8,0,levent.1008weber,877.0,38.0
DM,21,2441962.33125,-18.2,-50.8,0,levent.1008weber,1037.0,33.0
DM,1,2441963.8805555557,-15.7,-36.6,0,levent.1008weber,867.0,27.0
DM,14,2441967.2666666666,-29.6,-44.4,0,levent.1008weber,933.0,51.0
DM,44,2441967.93125,50.2,60.2,0,levent.1008weber,908.0,49.0
DM,42,2441968.8916666666,22.2,-50.7,0,levent.1008weber,907.0,36.0
DM,40,2441970.1631944445,-1.3,-10.3,0,levent.1008weber,867.0,40.0
DM,41,2441971.0055555557,13.8,-29.2,0,levent.1008weber,847.0,32.0
DM,30,2441971.9875,12.7,-35.7,0,levent.1008weber,931.0,38.0
DM,20,2441972.297222222,23.7,-31.4,0,levent.1008weber,945.0,47.0
DM,20,2441984.8388888887,23.7,-31.4,0,levent.1008weber,945.0,42.0
DM,1,2441985.5416666665,-15.7,-36.6,0,levent.1008weber,867.0,60.0
DM,33,2441986.640277778,5.1,115.8,0,levent.1008weber,877.0,48.0
DM,18,2441989.6277777776,23.3,32.7,0,levent.1008weber,925.0,21.0
DM,21,2441990.8180555557,-18.2,-50.8,0,levent.1008weber,1037.0,32.0
DM,54,2441994.7902777777,13.1,-52.4,0,levent.1008weber,933.0,32.0
DM,44,2441995.388888889,50.2,60.2,0,levent.1008weber,908.0,40.0
DM,42,2441996.345833333,22.2,-50.7,0,levent.1008weber,907.0,37.0
DM,40,2441997.386805556,-1.3,-10.3,0,levent.1008weber,867.0,33.0
DM,30,2441999.033333333,12.7,-35.7,0,levent.1008weber,931.0,32.0
DM,1,2442003.8125,-15.7,-36.6,0,levent.1008weber,867.0,45.0
DM,20,2442012.18125,23.7,-31.4,0,levent.1008weber,945.0,39.0
DM,1,2442012.6069444446,-15.7,-36.6,0,levent.1008weber,867.0,51.0
DM,51,2442013.109722222,12.3,37.7,0,levent.1008weber,1125.0,102.0
DM,33,2442014.295138889,5.1,115.8,0,levent.1008weber,877.0,40.0
DM,18,2442017.9819444446,23.3,32.7,0,levent.1008weber,925.0,16.0
DM,21,2442019.5243055555,-18.2,-50.8,0,levent.1008weber,1037.0,25.0
DM,44,2442022.966666667,50.2,60.2,0,levent.1008weber,908.0,0
DM,50,2442023.0048611113,8.7,-53.4,0,levent.1008weber,828.0,33.0
DM,42,2442023.332638889,22.2,-50.7,0,levent.1008weber,907.0,41.0
DM,40,2442025.4638888887,-1.3,-10.3,0,levent.1008weber,867.0,37.0
DM,30,2442026.652777778,12.7,-35.7,0,levent.1008weber,931.0,40.0
DM,20,2442027.002083333,23.7,-31.4,0,levent.1008weber,945.0,27.0
DM,1,2442030.56875,-15.7,-36.6,0,levent.1008weber,867.0,41.0
DM,56,2442036.538888889,1.1,-20.6,0,levent.1008weber,933.0,24.0
DM,51,2442040.984722222,12.3,37.7,0,levent.1008weber,1125.0,42.0
DM,33,2442042.136111111,5.1,115.8,0,levent.1008weber,877.0,59.0
DM,18,2442046.1305555557,23.3,32.7,0,levent.1008weber,925.0,22.0
DM,21,2442048.257638889,-18.2,-50.8,0,levent.1008weber,1037.0,39.0
DM,44,2442051.033333333,50.2,60.2,0,levent.1008weber,908.0,32.0
DM,42,2442051.197222222,22.2,-50.7,0,levent.1008weber,907.0,26.0
DM,40,2442053.820138889,-1.3,-10.3,0,levent.1008weber,867.0,29.0
DM,30,2442054.158333333,12.7,-35.7,0,levent.1008weber,931.0,32.0
DM,20,2442054.847222222,23.7,-31.4,0,levent.1008weber,945.0,40.0
DM,1,2442061.0229166667,-15.7,-36.6,0,levent.1008weber,867.0,37.0
DM,51,2442068.9555555554,12.3,37.7,0,levent.1008weber,1125.0,34.0
DM,33,2442069.9375,5.1,115.8,0,levent.1008weber,877.0,50.0
DM,18,2442073.609027778,23.3,32.7,0,levent.1008weber,925.0,43.0
DM,59,2442076.0048611113,-9.5,-53.6,0,levent.1008weber,750.0,53.0
DM,42,2442078.5048611113,22.2,-50.7,0,levent.1008weber,907.0,43.0
DM,44,2442078.65625,50.2,60.2,0,levent.1008weber,908.0,25.0
DM,60,2442079.341666667,24.1,-52.2,0,levent.1008weber,750.0,43.0
DM,30,2442081.6770833335,12.7,-35.7,0,levent.1008weber,931.0,25.0
DM,40,2442081.845833333,-1.3,-10.3,0,levent.1008weber,867.0,32.0
DM,20,2442082.65,23.7,-31.4,0,levent.1008weber,945.0,44.0
DM,51,2442096.859722222,12.3,37.7,0,levent.1008weber,1125.0,42.0
DM,33,2442097.542361111,5.1,115.8,0,levent.1008weber,877.0,59.0
DM,18,2442100.4291666667,23.3,32.7,0,levent.1008weber,925.0,42.0
DM,59,2442103.058333333,-9.5,-53.6,0,levent.1008weber,750.0,31.0
DM,44,2442105.6222222224,50.2,60.2,0,levent.1008weber,908.0,0
DM,42,2442105.76875,22.2,-50.7,0,levent.1008weber,907.0,43.0
DM,60,2442106.9909722223,24.1,-52.2,0,levent.1008weber,750.0,38.0
DM,30,2442108.9305555555,12.7,-35.7,0,levent.1008weber,931.0,45.0
DM,40,2442109.2604166665,-1.3,-10.3,0,levent.1008weber,867.0,40.0
DM,20,2442110.267361111,23.7,-31.4,0,levent.1008weber,945.0,65.0
DM,33,2442124.738194444,5.1,115.8,0,levent.1008weber,877.0,47.0
DM,59,2442126.3722222224,-9.5,-53.6,0,levent.1008weber,750.0,29.0
DM,18,2442127.441666667,23.3,32.7,0,levent.1008weber,925.0,29.0
DM,21,2442129.248611111,-18.2,-50.8,0,levent.1008weber,1037.0,47.0
DM,44,2442132.103472222,50.2,60.2,0,levent.1008weber,908.0,51.0
DM,42,2442132.636111111,22.2,-50.7,0,levent.1008weber,907.0,39.0
DM,60,2442133.779861111,24.1,-52.2,0,levent.1008weber,750.0,37.0
DM,30,2442135.6819444443,12.7,-35.7,0,levent.1008weber,931.0,33.0
DM,40,2442135.8680555555,-1.3,-10.3,0,levent.1008weber,867.0,30.0
DM,20,2442137.324305556,23.7,-31.4,0,levent.1008weber,945.0,48.0
DM,1,2442147.409722222,-15.7,-36.6,0,levent.1008weber,867.0,22.0
DM,20,2442148.6645833333,23.7,-31.4,0,levent.1008weber,945.0,13.0
DM,33,2442151.492361111,5.1,115.8,0,levent.1008weber,877.0,101.0
DM,59,2442155.804861111,-9.5,-53.6,0,levent.1008weber,750.0,21.0
DM,44,2442159.048611111,50.2,60.2,0,levent.1008weber,908.0,30.0
DM,42,2442159.5881944443,22.2,-50.7,0,levent.1008weber,907.0,38.0
DM,50,2442160.154861111,8.7,-53.4,0,levent.1008weber,828.0,37.0
DM,60,2442160.304861111,24.1,-52.2,0,levent.1008weber,750.0,46.0
DM,40,2442162.525,-1.3,-10.3,0,levent.1008weber,867.0,44.0
DM,30,2442162.6729166666,12.7,-35.7,0,levent.1008weber,931.0,26.0
DM,40,2442163.0555555555,-1.3,-10.3,0,levent.1008weber,867.0,40.0
DM,20,2442163.8875,23.7,-31.4,0,levent.1008weber,945.0,67.0
DM,1,2442172.425,-15.7,-36.6,0,levent.1008weber,867.0,43.0
DM,1,2442175.3256944446,-15.7,-36.6,0,levent.1008weber,867.0,19.0
DM,33,2442178.254166667,5.1,115.8,0,levent.1008weber,877.0,30.0
DM,59,2442184.3493055557,-9.5,-53.6,0,levent.1008weber,750.0,24.0
DM,42,2442186.4465277777,22.2,-50.7,0,levent.1008weber,907.0,29.0
DM,44,2442186.6354166665,50.2,60.2,0,levent.1008weber,908.0,41.0
DM,60,2442187.140277778,24.1,-52.2,0,levent.1008weber,750.0,31.0
DM,50,2442187.470138889,8.7,-53.4,0,levent.1008weber,828.0,29.0
DM,40,2442189.8381944443,-1.3,-10.3,0,levent.1008weber,867.0,33.0
DM,30,2442189.892361111,12.7,-35.7,0,levent.1008weber,931.0,30.0
DM,20,2442190.7555555557,23.7,-31.4,0,levent.1008weber,945.0,52.0
DM,1,2442198.9916666667,-15.7,-36.6,0,levent.1008weber,867.0,62.0
DM,33,2442205.6618055557,5.1,115.8,0,levent.1008weber,877.0,37.0
DM,42,2442214.05625,22.2,-50.7,0,levent.1008weber,907.0,23.0
DM,44,2442214.5145833334,50.2,60.2,0,levent.1008weber,908.0,24.0
DM,50,2442215.0402777777,8.7,-53.4,0,levent.1008weber,828.0,22.0
DM,40,2442217.613194444,-1.3,-10.3,0,levent.1008weber,867.0,22.0
DM,20,2442218.2083333335,23.7,-31.4,0,levent.1008weber,945.0,40.0
DM,1,2442226.3388888887,-15.7,-36.6,0,levent.1008weber,867.0,32.0
DM,33,2442233.788888889,5.1,115.8,0,levent.1008weber,877.0,54.0
DM,42,2442241.738194444,22.2,-50.7,0,levent.1008weber,907.0,47.0
DM,50,2442242.1729166666,8.7,-53.4,0,levent.1008weber,828.0,61.0
DM,44,2442242.3055555555,50.2,60.2,0,levent.1008weber,908.0,55.0
DM,9,2442242.7583333333,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,30,2442245.0652777776,12.7,-35.7,0,levent.1008weber,931.0,26.0
DM,40,2442245.5256944443,-1.3,-10.3,0,levent.1008weber,867.0,33.0
DM,20,2442246.0534722223,23.7,-31.4,0,levent.1008weber,945.0,53.0
DM,33,2442262.0493055554,5.1,115.8,0,levent.1008weber,877.0,29.0
DM,42,2442269.2138888887,22.2,-50.7,0,levent.1008weber,907.0,47.0
DM,44,2442269.810416667,50.2,60.2,0,levent.1008weber,908.0,38.0
DM,40,2442273.2993055554,-1.3,-10.3,0,levent.1008weber,867.0,34.0
DM,20,2442273.91875,23.7,-31.4,0,levent.1008weber,945.0,47.0
DM,33,2442290.091666667,5.1,115.8,0,levent.1008weber,877.0,49.0
DM,42,2442296.2472222224,22.2,-50.7,0,levent.1008weber,907.0,24.0
DM,44,2442296.7722222223,50.2,60.2,0,levent.1008weber,908.0,23.0
DM,40,2442300.638888889,-1.3,-10.3,0,levent.1008weber,867.0,40.0
DM,20,2442301.6770833335,23.7,-31.4,0,levent.1008weber,945.0,35.0
DM,33,2442317.6826388887,5.1,115.8,0,levent.1008weber,877.0,57.0
DM,33,2442344.646527778,5.1,115.8,0,levent.1008weber,877.0,49.0
DM,1,2442363.009722222,-15.7,-36.6,0,levent.1008weber,867.0,36.0
DM,1,2442364.6652777777,-15.7,-36.6,0,levent.1008weber,867.0,32.0
DM,33,2442371.753472222,5.1,115.8,0,levent.1008weber,877.0,55.0
DM,33,2442371.9118055557,5.1,115.8,0,levent.1008weber,877.0,29.0
DM,20,2442382.1826388887,23.7,-31.4,0,levent.1008weber,945.0,37.0
DM,1,2442389.701388889,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,1,2442391.490277778,-15.7,-36.6,0,levent.1008weber,867.0,14.0
DM,33,2442399.004166667,5.1,115.8,0,levent.1008weber,877.0,24.0
DM,42,2442404.95625,22.2,-50.7,0,levent.1008weber,907.0,38.0
DM,20,2442409.736111111,23.7,-31.4,0,levent.1008weber,945.0,55.0
DM,33,2442426.0555555555,5.1,115.8,0,levent.1008weber,877.0,40.0
DM,42,2442432.9972222224,22.2,-50.7,0,levent.1008weber,907.0,39.0
DM,9,2442433.7409722223,-6.0,-19.7,0,levent.1008weber,1037.0,48.0
DM,20,2442437.792361111,23.7,-31.4,0,levent.1008weber,945.0,0
DM,33,2442454.574305556,5.1,115.8,0,levent.1008weber,877.0,53.0
DM,42,2442460.351388889,22.2,-50.7,0,levent.1008weber,907.0,34.0
DM,9,2442460.967361111,-6.0,-19.7,0,levent.1008weber,1037.0,37.0
DM,6,2442471.575,43.5,55.5,0,levent.1008weber,844.0,42.0
DM,6,2442499.0493055554,43.5,55.5,0,levent.1008weber,844.0,39.0
DM,1,2442499.283333333,-15.7,-36.6,0,levent.1008weber,867.0,52.0
DM,5,2442500.654861111,1.1,-44.7,0,levent.1008weber,933.0,27.0
DM,1,2442525.996527778,-15.7,-36.6,0,levent.1008weber,867.0,70.0
DM,6,2442526.8388888887,43.5,55.5,0,levent.1008weber,844.0,37.0
DM,5,2442527.9506944446,1.1,-44.7,0,levent.1008weber,933.0,31.0
DM,1,2442529.814583333,-15.7,-36.6,0,levent.1008weber,867.0,32.0
DM,9,2442541.490277778,-6.0,-19.7,0,levent.1008weber,1037.0,24.0
DM,1,2442553.2277777777,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,6,2442553.232638889,43.5,55.5,0,levent.1008weber,844.0,65.0
DM,1,2442555.1631944445,-15.7,-36.6,0,levent.1008weber,867.0,35.0
DM,71,2442572.877083333,-20.9,-16.8,0,levent.1008weber,933.0,27.0
DM,6,2442579.9659722224,43.5,55.5,0,levent.1008weber,844.0,39.0
DM,1,2442579.9951388887,-15.7,-36.6,0,levent.1008weber,867.0,27.0
DM,5,2442580.4972222224,1.1,-44.7,0,levent.1008weber,933.0,14.0
DM,1,2442581.4375,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,71,2442600.765277778,-20.9,-16.8,0,levent.1008weber,933.0,28.0
DM,77,2442604.6416666666,24.6,-23.4,0,levent.1008weber,1419.0,26.0
DM,6,2442607.08125,43.5,55.5,0,levent.1008weber,844.0,23.0
DM,5,2442608.5618055556,1.1,-44.7,0,levent.1008weber,933.0,29.0
DM,71,2442629.1645833333,-20.9,-16.8,0,levent.1008weber,933.0,33.0
DM,77,2442632.345833333,24.6,-23.4,0,levent.1008weber,1419.0,32.0
DM,1,2442634.0444444446,-15.7,-36.6,0,levent.1008weber,867.0,36.0
DM,6,2442634.990277778,43.5,55.5,0,levent.1008weber,844.0,29.0
DM,5,2442636.4694444444,1.1,-44.7,0,levent.1008weber,933.0,24.0
DM,9,2442650.4006944443,-6.0,-19.7,0,levent.1008weber,1037.0,23.0
DM,71,2442657.5708333333,-20.9,-16.8,0,levent.1008weber,933.0,30.0
DM,77,2442660.2055555554,24.6,-23.4,0,levent.1008weber,1419.0,0
DM,1,2442662.9111111113,-15.7,-36.6,0,levent.1008weber,867.0,48.0
DM,5,2442664.2805555556,1.1,-44.7,0,levent.1008weber,933.0,41.0
DM,9,2442677.441666667,-6.0,-19.7,0,levent.1008weber,1037.0,22.0
DM,7,2442681.9770833333,25.0,53.2,0,levent.1008weber,893.0,28.0
DM,71,2442685.88125,-20.9,-16.8,0,levent.1008weber,933.0,24.0
DM,6,2442687.78125,43.5,55.5,0,levent.1008weber,844.0,25.0
DM,77,2442688.418055556,24.6,-23.4,0,levent.1008weber,1419.0,36.0
DM,1,2442688.765972222,-15.7,-36.6,0,levent.1008weber,867.0,57.0
DM,5,2442690.4604166667,1.1,-44.7,0,levent.1008weber,933.0,56.0
DM,1,2442690.824305556,-15.7,-36.6,0,levent.1008weber,867.0,58.0
DM,5,2442692.0520833335,1.1,-44.7,0,levent.1008weber,933.0,60.0
DM,1,2442692.5083333333,-15.7,-36.6,0,levent.1008weber,867.0,40.0
DM,9,2442704.5888888887,-6.0,-19.7,0,levent.1008weber,1037.0,27.0
DM,7,2442709.959027778,25.0,53.2,0,levent.1008weber,893.0,29.0
DM,7,2442715.595833333,25.0,53.2,0,levent.1008weber,893.0,42.0
DM,1,2442716.773611111,-15.7,-36.6,0,levent.1008weber,867.0,71.0
DM,6,2442717.292361111,43.5,55.5,0,levent.1008weber,844.0,59.0
DM,5,2442717.634722222,1.1,-44.7,0,levent.1008weber,933.0,26.0
DM,1,2442718.6069444446,-15.7,-36.6,0,levent.1008weber,867.0,31.0
DM,5,2442719.8270833334,1.1,-44.7,0,levent.1008weber,933.0,49.0
DM,1,2442720.496527778,-15.7,-36.6,0,levent.1008weber,867.0,45.0
DM,9,2442732.011111111,-6.0,-19.7,0,levent.1008weber,1037.0,0
DM,6,2442742.472222222,43.5,55.5,0,levent.1008weber,844.0,50.0
DM,1,2442743.757638889,-15.7,-36.6,0,levent.1008weber,867.0,39.0
DM,1,2442745.84375,-15.7,-36.6,0,levent.1008weber,867.0,45.0
DM,1,2442747.5534722223,-15.7,-36.6,0,levent.1008weber,867.0,28.0
DM,1,2442748.7784722224,-15.7,-36.6,0,levent.1008weber,867.0,44.0
DM,1,2442775.0319444444,-15.7,-36.6,0,levent.1008weber,867.0,16.0
DM,9,2442786.4319444443,-6.0,-19.7,0,levent.1008weber,1037.0,38.0
DM,8,2442787.611111111,-23.7,-35.5,0,levent.1008weber,1086.0,30.0
DM,1,2442797.895138889,-15.7,-36.6,0,levent.1008weber,867.0,47.0
DM,8,2442815.1944444445,-23.7,-35.5,0,levent.1008weber,1086.0,30.0
DM,1,2442825.204861111,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,6,2442826.5993055557,43.5,55.5,0,levent.1008weber,844.0,57.0
DM,1,2442827.938888889,-15.7,-36.6,0,levent.1008weber,867.0,33.0
DM,9,2442840.6513888887,-6.0,-19.7,0,levent.1008weber,1037.0,37.0
DM,8,2442841.590277778,-23.7,-35.5,0,levent.1008weber,1086.0,40.0
DM,8,2442841.7902777777,-23.7,-35.5,0,levent.1008weber,1086.0,42.0
DM,97,2442844.6965277777,-8.4,17.9,0,levent.1008weber,989.0,37.0
DM,7,2442846.6319444445,25.0,53.2,0,levent.1008weber,893.0,40.0
DM,71,2442850.811111111,-20.9,-16.8,0,levent.1008weber,933.0,32.0
DM,7,2442851.0555555555,25.0,53.2,0,levent.1008weber,893.0,40.0
DM,1,2442853.503472222,-15.7,-36.6,0,levent.1008weber,867.0,55.0
DM,5,2442853.9520833334,1.1,-44.7,0,levent.1008weber,933.0,29.0
DM,6,2442854.640972222,43.5,55.5,0,levent.1008weber,844.0,47.0
DM,8,2442869.480555556,-23.7,-35.5,0,levent.1008weber,1086.0,16.0
DM,97,2442872.1125,-8.4,17.9,0,levent.1008weber,989.0,28.0
DM,6,2442878.605555556,43.5,55.5,0,levent.1008weber,844.0,33.0
DM,7,2442880.035416667,25.0,53.2,0,levent.1008weber,893.0,45.0
DM,1,2442880.170138889,-15.7,-36.6,0,levent.1008weber,867.0,25.0
DM,8,2442881.941666667,-23.7,-35.5,0,levent.1008weber,1086.0,26.0
DM,6,2442882.5944444444,43.5,55.5,0,levent.1008weber,844.0,44.0
DM,8,2442897.3333333335,-23.7,-35.5,0,levent.1008weber,1086.0,30.0
DM,97,2442899.550694444,-8.4,17.9,0,levent.1008weber,989.0,32.0
DM,1,2442906.648611111,-15.7,-36.6,0,levent.1008weber,867.0,26.0
DM,6,2442906.851388889,43.5,55.5,0,levent.1008weber,844.0,39.0
DM,7,2442908.1555555556,25.0,53.2,0,levent.1008weber,893.0,30.0
DM,70,2442909.813888889,34.8,63.0,0,levent.1008weber,1014.0,23.0
DM,9,2442922.175,-6.0,-19.7,0,levent.1008weber,1037.0,28.0
DM,8,2442925.173611111,-23.7,-35.5,0,levent.1008weber,1086.0,50.0
DM,97,2442926.801388889,-8.4,17.9,0,levent.1008weber,989.0,31.0
DM,7,2442932.4951388887,25.0,53.2,0,levent.1008weber,893.0,37.0
DM,1,2442934.535416667,-15.7,-36.6,0,levent.1008weber,867.0,54.0
DM,6,2442934.9520833334,43.5,55.5,0,levent.1008weber,844.0,0
DM,70,2442937.882638889,34.8,63.0,0,levent.1008weber,1014.0,34.0
DM,9,2442949.3125,-6.0,-19.7,0,levent.1008weber,1037.0,30.0
DM,8,2442952.7784722224,-23.7,-35.5,0,levent.1008weber,1086.0,49.0
DM,97,2442953.892361111,-8.4,17.9,0,levent.1008weber,989.0,33.0
DM,1,2442961.5569444443,-15.7,-36.6,0,levent.1008weber,867.0,53.0
DM,7,2442961.634722222,25.0,53.2,0,levent.1008weber,893.0,51.0
DM,6,2442961.954861111,43.5,55.5,0,levent.1008weber,844.0,55.0
DM,74,2442962.4631944443,34.7,60.1,0,levent.1008weber,1043.0,48.0
DM,5,2442962.954861111,1.1,-44.7,0,levent.1008weber,933.0,0
DM,1,2442963.672222222,-15.7,-36.6,0,levent.1008weber,867.0,52.0
DM,70,2442965.4423611113,34.8,63.0,0,levent.1008weber,1014.0,33.0
DM,25,2442974.972916667,35.1,59.8,0,levent.1008weber,924.0,29.0
DM,8,2442979.777777778,-23.7,-35.5,0,levent.1008weber,1086.0,40.0
DM,97,2442981.220138889,-8.4,17.9,0,levent.1008weber,989.0,33.0
DM,1,2442988.245833333,-15.7,-36.6,0,levent.1008weber,867.0,66.0
DM,7,2442988.690972222,25.0,53.2,0,levent.1008weber,893.0,40.0
DM,6,2442989.314583333,43.5,55.5,0,levent.1008weber,844.0,62.0
DM,74,2442989.470138889,34.7,60.1,0,levent.1008weber,1043.0,43.0
DM,1,2442990.6194444443,-15.7,-36.6,0,levent.1008weber,867.0,33.0
DM,82,2442990.6590277776,27.5,34.3,0,levent.1008weber,919.0,0
DM,1,2442992.234722222,-15.7,-36.6,0,levent.1008weber,867.0,42.0
DM,70,2442992.6826388887,34.8,63.0,0,levent.1008weber,1014.0,42.0
DM,25,2443002.923611111,35.1,59.8,0,levent.1008weber,924.0,40.0
DM,9,2443003.498611111,-6.0,-19.7,0,levent.1008weber,1037.0,30.0
DM,8,2443005.2743055555,-23.7,-35.5,0,levent.1008weber,1086.0,30.0
DM,97,2443008.5715277777,-8.4,17.9,0,levent.1008weber,989.0,37.0
DM,7,2443011.734027778,25.0,53.2,0,levent.1008weber,893.0,28.0
DM,1,2443016.101388889,-15.7,-36.6,0,levent.1008weber,867.0,54.0
DM,7,2443016.2472222224,25.0,53.2,0,levent.1008weber,893.0,34.0
DM,6,2443017.0305555556,43.5,55.5,0,levent.1008weber,844.0,46.0
DM,82,2443018.220138889,27.5,34.3,0,levent.1008weber,919.0,28.0
DM,5,2443018.3444444444,1.1,-44.7,0,levent.1008weber,933.0,0
DM,70,2443019.6020833333,34.8,63.0,0,levent.1008weber,1014.0,38.0
DM,1,2443020.2708333335,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,25,2443030.533333333,35.1,59.8,0,levent.1008weber,924.0,47.0
DM,8,2443032.702777778,-23.7,-35.5,0,levent.1008weber,1086.0,33.0
DM,97,2443036.0069444445,-8.4,17.9,0,levent.1008weber,989.0,30.0
DM,1,2443042.2041666666,-15.7,-36.6,0,levent.1008weber,867.0,46.0
DM,86,2443043.70625,-40.9,-40.6,0,levent.1008weber,933.0,33.0
DM,7,2443043.859027778,25.0,53.2,0,levent.1008weber,893.0,3.0
DM,1,2443044.345833333,-15.7,-36.6,0,levent.1008weber,867.0,52.0
DM,6,2443046.185416667,43.5,55.5,0,levent.1008weber,844.0,33.0
DM,82,2443046.6277777776,27.5,34.3,0,levent.1008weber,919.0,31.0
DM,1,2443070.5576388887,-15.7,-36.6,0,levent.1008weber,867.0,57.0
DM,86,2443071.9381944444,-40.9,-40.6,0,levent.1008weber,933.0,29.0
DM,1,2443072.316666667,-15.7,-36.6,0,levent.1008weber,867.0,44.0
DM,6,2443074.2590277777,43.5,55.5,0,levent.1008weber,844.0,39.0
DM,1,2443074.566666667,-15.7,-36.6,0,levent.1008weber,867.0,49.0
DM,8,2443088.945138889,-23.7,-35.5,0,levent.1008weber,1086.0,39.0
DM,97,2443090.8125,-8.4,17.9,0,levent.1008weber,989.0,15.0
DM,1,2443098.125,-15.7,-36.6,0,levent.1008weber,867.0,60.0
DM,86,2443098.6708333334,-40.9,-40.6,0,levent.1008weber,933.0,29.0
DM,1,2443100.0708333333,-15.7,-36.6,0,levent.1008weber,867.0,43.0
DM,82,2443100.9444444445,27.5,34.3,0,levent.1008weber,919.0,40.0
DM,1,2443102.4444444445,-15.7,-36.6,0,levent.1008weber,867.0,50.0
DM,5,2443106.690972222,1.1,-44.7,0,levent.1008weber,933.0,40.0
DM,25,2443111.561111111,35.1,59.8,0,levent.1008weber,924.0,34.0
DM,9,2443112.7125,-6.0,-19.7,0,levent.1008weber,1037.0,39.0
DM,8,2443117.311111111,-23.7,-35.5,0,levent.1008weber,1086.0,32.0
DM,97,2443118.4347222224,-8.4,17.9,0,levent.1008weber,989.0,44.0
DM,86,2443127.7409722223,-40.9,-40.6,0,levent.1008weber,933.0,43.0
DM,1,2443129.0541666667,-15.7,-36.6,0,levent.1008weber,867.0,47.0
DM,25,2443139.5,35.1,59.8,0,levent.1008weber,924.0,45.0
DM,9,2443140.939583333,-6.0,-19.7,0,levent.1008weber,1037.0,37.0
DM,8,2443142.5048611113,-23.7,-35.5,0,levent.1008weber,1086.0,43.0
DM,97,2443145.6354166665,-8.4,17.9,0,levent.1008weber,989.0,30.0
DM,7,2443152.820138889,25.0,53.2,0,levent.1008weber,893.0,0
DM,1,2443152.84375,-15.7,-36.6,0,levent.1008weber,867.0,35.0
DM,86,2443155.3291666666,-40.9,-40.6,0,levent.1008weber,933.0,36.0
DM,1,2443155.7916666665,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,29,2443166.502083333,53.4,60.9,0,levent.1008weber,1077.0,27.0
DM,9,2443166.6930555557,-6.0,-19.7,0,levent.1008weber,1037.0,22.0
DM,9,2443168.1611111113,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,114,2443168.3701388887,15.5,55.6,0,levent.1008weber,755.0,32.0
DM,8,2443168.886805556,-23.7,-35.5,0,levent.1008weber,1086.0,33.0
DM,16,2443169.0493055554,7.5,6.3,0,levent.1008weber,1019.0,34.0
DM,8,2443169.6104166666,-23.7,-35.5,0,levent.1008weber,1086.0,41.0
DM,97,2443173.0222222223,-8.4,17.9,0,levent.1008weber,989.0,23.0
DM,7,2443179.402777778,25.0,53.2,0,levent.1008weber,893.0,45.0
DM,1,2443179.699305556,-15.7,-36.6,0,levent.1008weber,867.0,53.0
DM,82,2443181.648611111,27.5,34.3,0,levent.1008weber,919.0,26.0
DM,1,2443183.2055555554,-15.7,-36.6,0,levent.1008weber,867.0,34.0
DM,29,2443193.9305555555,53.4,60.9,0,levent.1008weber,1077.0,0
DM,9,2443195.341666667,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,8,2443195.996527778,-23.7,-35.5,0,levent.1008weber,1086.0,35.0
