Type,Name,JDate,Lat,Lon,Magnitude,Origin,Depth,Duration
DM,14,2441253.909722222,-29.6,-44.4,0,levent.1008weber,933.0,40.0
DM,29,2441262.3041666667,53.4,60.9,0,levent.1008weber,1077.0,32.0
DM,30,2441263.0652777776,12.7,-35.7,0,levent.1008weber,931.0,36.0
DM,9,2441263.1694444446,-6.0,-19.7,0,levent.1008weber,1037.0,36.0
DM,9,2441264.6569444444,-6.0,-19.7,0,levent.1008weber,1037.0,0
DM,34,2441265.607638889,6.8,-7.2,0,levent.1008weber,971.0,55.0
DM,16,2441267.7708333335,7.5,6.3,0,levent.1008weber,1019.0,40.0
DM,39,2441268.324305556,-21.9,-12.7,0,levent.1008weber,933.0,33.0
DM,39,2441269.503472222,-21.9,-12.7,0,levent.1008weber,933.0,25.0
DM,27,2441270.550694444,23.0,20.4,0,levent.1008weber,1085.0,67.0
DM,33,2441272.3069444443,5.1,115.8,0,levent.1008weber,877.0,38.0
DM,8,2441273.68125,-23.7,-35.5,0,levent.1008weber,1086.0,49.0
DM,20,2441276.970138889,23.7,-31.4,0,levent.1008weber,945.0,33.0
DM,18,2441277.300694444,23.3,32.7,0,levent.1008weber,925.0,42.0
DM,1,2441278.722222222,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,7,2441279.6027777777,25.0,53.2,0,levent.1008weber,893.0,0
DM,1,2441279.753472222,-15.7,-36.6,0,levent.1008weber,867.0,35.0
DM,1,2441280.8875,-15.7,-36.6,0,levent.1008weber,867.0,37.0
DM,14,2441281.78125,-29.6,-44.4,0,levent.1008weber,933.0,40.0
DM,29,2441289.93125,53.4,60.9,0,levent.1008weber,1077.0,34.0
DM,9,2441290.438888889,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,30,2441290.8173611113,12.7,-35.7,0,levent.1008weber,931.0,38.0
DM,9,2441291.7895833333,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,34,2441292.9951388887,6.8,-7.2,0,levent.1008weber,971.0,47.0
DM,16,2441295.095138889,7.5,6.3,0,levent.1008weber,1019.0,43.0
DM,39,2441295.5888888887,-21.9,-12.7,0,levent.1008weber,933.0,22.0
DM,27,2441298.840277778,23.0,20.4,0,levent.1008weber,1085.0,40.0
DM,33,2441299.515277778,5.1,115.8,0,levent.1008weber,877.0,28.0
DM,33,2441299.777083333,5.1,115.8,0,levent.1008weber,877.0,41.0
DM,32,2441300.603472222,25.0,43.6,0,levent.1008weber,944.0,41.0
DM,8,2441301.347222222,-23.7,-35.5,0,levent.1008weber,1086.0,50.0
DM,17,2441302.591666667,25.5,-21.9,0,levent.1008weber,807.0,53.0
DM,38,2441302.8993055555,7.8,43.3,0,levent.1008weber,1031.0,0
DM,18,2441303.172222222,23.3,32.7,0,levent.1008weber,925.0,0
DM,7,2441304.829861111,25.0,53.2,0,levent.1008weber,893.0,45.0
DM,1,2441306.5368055557,-15.7,-36.6,0,levent.1008weber,867.0,27.0
DM,1,2441307.1194444443,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,14,2441308.1145833335,-29.6,-44.4,0,levent.1008weber,933.0,0
DM,18,2441309.4291666667,23.3,32.7,0,levent.1008weber,925.0,42.0
DM,15,2441311.7375,0.7,-3.9,0,levent.1008weber,747.0,38.0
DM,30,2441318.1166666667,12.7,-35.7,0,levent.1008weber,931.0,42.0
DM,9,2441318.8152777776,-6.0,-19.7,0,levent.1008weber,1037.0,36.0
DM,34,2441319.4819444446,6.8,-7.2,0,levent.1008weber,971.0,46.0
DM,16,2441324.4791666665,7.5,6.3,0,levent.1008weber,1019.0,50.0
DM,33,2441326.715277778,5.1,115.8,0,levent.1008weber,877.0,30.0
DM,35,2441328.7763888887,5.0,36.1,0,levent.1008weber,933.0,32.0
DM,17,2441329.8819444445,25.5,-21.9,0,levent.1008weber,807.0,35.0
DM,36,2441330.072222222,27.5,-4.6,0,levent.1008weber,1058.0,26.0
DM,18,2441330.6805555555,23.3,32.7,0,levent.1008weber,925.0,35.0
DM,7,2441331.6166666667,25.0,53.2,0,levent.1008weber,893.0,22.0
DM,37,2441333.03125,22.5,29.7,0,levent.1008weber,1343.0,35.0
DM,1,2441333.675,-15.7,-36.6,0,levent.1008weber,867.0,48.0
DM,14,2441335.0854166667,-29.6,-44.4,0,levent.1008weber,933.0,0
DM,19,2441335.7819444444,27.7,34.4,0,levent.1008weber,974.0,44.0
DM,15,2441339.0243055555,0.7,-3.9,0,levent.1008weber,747.0,45.0
DM,30,2441345.236111111,12.7,-35.7,0,levent.1008weber,931.0,30.0
DM,34,2441346.2409722223,6.8,-7.2,0,levent.1008weber,971.0,33.0
DM,39,2441349.297222222,-21.9,-12.7,0,levent.1008weber,933.0,37.0
DM,39,2441350.685416667,-21.9,-12.7,0,levent.1008weber,933.0,43.0
DM,16,2441351.5520833335,7.5,6.3,0,levent.1008weber,1019.0,55.0
DM,17,2441357.2430555555,25.5,-21.9,0,levent.1008weber,807.0,0
DM,18,2441358.4368055556,23.3,32.7,0,levent.1008weber,925.0,41.0
DM,37,2441360.1770833335,22.5,29.7,0,levent.1008weber,1343.0,25.0
DM,1,2441361.3916666666,-15.7,-36.6,0,levent.1008weber,867.0,31.0
DM,14,2441362.142361111,-29.6,-44.4,0,levent.1008weber,933.0,35.0
DM,19,2441362.439583333,27.7,34.4,0,levent.1008weber,974.0,27.0
DM,15,2441366.10625,0.7,-3.9,0,levent.1008weber,747.0,32.0
DM,9,2441371.297222222,-6.0,-19.7,0,levent.1008weber,1037.0,22.0
DM,30,2441372.313888889,12.7,-35.7,0,levent.1008weber,931.0,23.0
DM,34,2441373.7138888887,6.8,-7.2,0,levent.1008weber,971.0,22.0
DM,39,2441376.5,-21.9,-12.7,0,levent.1008weber,933.0,20.0
DM,39,2441377.876388889,-21.9,-12.7,0,levent.1008weber,933.0,26.0
DM,16,2441379.622916667,7.5,6.3,0,levent.1008weber,1019.0,28.0
DM,18,2441386.4131944445,23.3,32.7,0,levent.1008weber,925.0,25.0
DM,7,2441387.926388889,25.0,53.2,0,levent.1008weber,893.0,18.0
DM,19,2441389.85625,27.7,34.4,0,levent.1008weber,974.0,22.0
DM,14,2441389.959027778,-29.6,-44.4,0,levent.1008weber,933.0,34.0
DM,15,2441390.3895833334,0.7,-3.9,0,levent.1008weber,747.0,24.0
DM,20,2441397.959027778,23.7,-31.4,0,levent.1008weber,945.0,29.0
DM,9,2441398.9145833333,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,30,2441399.421527778,12.7,-35.7,0,levent.1008weber,931.0,43.0
DM,9,2441400.740277778,-6.0,-19.7,0,levent.1008weber,1037.0,29.0
DM,34,2441402.2395833335,6.8,-7.2,0,levent.1008weber,971.0,35.0
DM,39,2441404.285416667,-21.9,-12.7,0,levent.1008weber,933.0,34.0
DM,39,2441405.6881944444,-21.9,-12.7,0,levent.1008weber,933.0,34.0
DM,16,2441405.9833333334,7.5,6.3,0,levent.1008weber,1019.0,49.0
DM,33,2441408.970833333,5.1,115.8,0,levent.1008weber,877.0,32.0
DM,27,2441409.0256944443,23.0,20.4,0,levent.1008weber,1085.0,33.0
DM,17,2441409.9930555555,25.5,-21.9,0,levent.1008weber,807.0,30.0
DM,18,2441414.2583333333,23.3,32.7,0,levent.1008weber,925.0,33.0
DM,1,2441416.8659722223,-15.7,-36.6,0,levent.1008weber,867.0,28.0
DM,36,2441416.959027778,27.5,-4.6,0,levent.1008weber,1058.0,24.0
DM,19,2441417.777777778,27.7,34.4,0,levent.1008weber,974.0,30.0
DM,14,2441418.1027777777,-29.6,-44.4,0,levent.1008weber,933.0,32.0
DM,15,2441419.2555555557,0.7,-3.9,0,levent.1008weber,747.0,32.0
DM,15,2441422.2319444446,0.7,-3.9,0,levent.1008weber,747.0,36.0
DM,20,2441425.488194444,23.7,-31.4,0,levent.1008weber,945.0,37.0
DM,9,2441426.685416667,-6.0,-19.7,0,levent.1008weber,1037.0,43.0
DM,30,2441427.073611111,12.7,-35.7,0,levent.1008weber,931.0,39.0
DM,34,2441428.65,6.8,-7.2,0,levent.1008weber,971.0,59.0
DM,39,2441432.140277778,-21.9,-12.7,0,levent.1008weber,933.0,28.0
DM,16,2441432.295138889,7.5,6.3,0,levent.1008weber,1019.0,45.0
DM,39,2441433.673611111,-21.9,-12.7,0,levent.1008weber,933.0,40.0
DM,27,2441435.454861111,23.0,20.4,0,levent.1008weber,1085.0,0
DM,32,2441436.763888889,25.0,43.6,0,levent.1008weber,944.0,50.0
DM,33,2441437.28125,5.1,115.8,0,levent.1008weber,877.0,0
DM,18,2441438.9916666667,23.3,32.7,0,levent.1008weber,925.0,22.0
DM,18,2441441.9694444444,23.3,32.7,0,levent.1008weber,925.0,44.0
DM,21,2441442.839583333,-18.2,-50.8,0,levent.1008weber,1037.0,0
DM,36,2441445.1340277777,27.5,-4.6,0,levent.1008weber,1058.0,37.0
DM,19,2441445.9909722223,27.7,34.4,0,levent.1008weber,974.0,0
DM,14,2441446.0631944444,-29.6,-44.4,0,levent.1008weber,933.0,39.0
DM,15,2441448.8020833335,0.7,-3.9,0,levent.1008weber,747.0,0
DM,20,2441453.222916667,23.7,-31.4,0,levent.1008weber,945.0,0
DM,30,2441454.529166667,12.7,-35.7,0,levent.1008weber,931.0,0
DM,34,2441455.480555556,6.8,-7.2,0,levent.1008weber,971.0,48.0
DM,39,2441461.5847222223,-21.9,-12.7,0,levent.1008weber,933.0,0
DM,16,2441461.8930555554,7.5,6.3,0,levent.1008weber,1019.0,44.0
DM,27,2441463.7555555557,23.0,20.4,0,levent.1008weber,1085.0,32.0
DM,32,2441464.746527778,25.0,43.6,0,levent.1008weber,944.0,45.0
DM,17,2441465.2895833333,25.5,-21.9,0,levent.1008weber,807.0,0
DM,33,2441465.3034722223,5.1,115.8,0,levent.1008weber,877.0,53.0
DM,49,2441467.0534722223,8.6,-50.8,0,levent.1008weber,952.0,0
DM,20,2441467.745833333,23.7,-31.4,0,levent.1008weber,945.0,36.0
DM,18,2441469.347222222,23.3,32.7,0,levent.1008weber,925.0,0
DM,21,2441469.953472222,-18.2,-50.8,0,levent.1008weber,1037.0,42.0
DM,1,2441470.8430555556,-15.7,-36.6,0,levent.1008weber,867.0,36.0
DM,21,2441471.4006944443,-18.2,-50.8,0,levent.1008weber,1037.0,23.0
DM,1,2441471.7631944446,-15.7,-36.6,0,levent.1008weber,867.0,31.0
DM,14,2441474.1784722223,-29.6,-44.4,0,levent.1008weber,933.0,43.0
DM,40,2441476.092361111,-1.3,-10.3,0,levent.1008weber,867.0,32.0
DM,41,2441477.179861111,13.8,-29.2,0,levent.1008weber,847.0,0
DM,15,2441478.202777778,0.7,-3.9,0,levent.1008weber,747.0,38.0
DM,42,2441478.3645833335,22.2,-50.7,0,levent.1008weber,907.0,35.0
DM,20,2441480.9131944445,23.7,-31.4,0,levent.1008weber,945.0,65.0
DM,1,2441481.4916666667,-15.7,-36.6,0,levent.1008weber,867.0,32.0
DM,30,2441482.13125,12.7,-35.7,0,levent.1008weber,931.0,51.0
DM,9,2441483.159722222,-6.0,-19.7,0,levent.1008weber,1037.0,35.0
DM,34,2441483.275,6.8,-7.2,0,levent.1008weber,971.0,39.0
DM,16,2441489.957638889,7.5,6.3,0,levent.1008weber,1019.0,61.0
DM,27,2441491.665972222,23.0,20.4,0,levent.1008weber,1085.0,31.0
DM,17,2441492.574305556,25.5,-21.9,0,levent.1008weber,807.0,43.0
DM,33,2441492.892361111,5.1,115.8,0,levent.1008weber,877.0,65.0
DM,49,2441493.9229166666,8.6,-50.8,0,levent.1008weber,952.0,41.0
DM,18,2441496.163888889,23.3,32.7,0,levent.1008weber,925.0,54.0
DM,21,2441496.461111111,-18.2,-50.8,0,levent.1008weber,1037.0,31.0
DM,1,2441497.2451388887,-15.7,-36.6,0,levent.1008weber,867.0,22.0
DM,21,2441498.154861111,-18.2,-50.8,0,levent.1008weber,1037.0,32.0
DM,1,2441498.3256944446,-15.7,-36.6,0,levent.1008weber,867.0,41.0
DM,14,2441500.8833333333,-29.6,-44.4,0,levent.1008weber,933.0,48.0
DM,40,2441504.2395833335,-1.3,-10.3,0,levent.1008weber,867.0,45.0
DM,41,2441506.0965277776,13.8,-29.2,0,levent.1008weber,847.0,0
DM,15,2441507.2583333333,0.7,-3.9,0,levent.1008weber,747.0,58.0
DM,20,2441508.251388889,23.7,-31.4,0,levent.1008weber,945.0,58.0
DM,1,2441511.7125,-15.7,-36.6,0,levent.1008weber,867.0,49.0
DM,39,2441514.9597222223,-21.9,-12.7,0,levent.1008weber,933.0,18.0
DM,39,2441516.767361111,-21.9,-12.7,0,levent.1008weber,933.0,35.0
DM,16,2441517.622916667,7.5,6.3,0,levent.1008weber,1019.0,53.0
DM,17,2441520.0569444443,25.5,-21.9,0,levent.1008weber,807.0,38.0
DM,33,2441520.115277778,5.1,115.8,0,levent.1008weber,877.0,0
DM,49,2441521.0083333333,8.6,-50.8,0,levent.1008weber,952.0,28.0
DM,18,2441523.052777778,23.3,32.7,0,levent.1008weber,925.0,64.0
DM,21,2441523.2604166665,-18.2,-50.8,0,levent.1008weber,1037.0,45.0
DM,37,2441524.402083333,22.5,29.7,0,levent.1008weber,1343.0,0
DM,19,2441528.128472222,27.7,34.4,0,levent.1008weber,974.0,35.0
DM,40,2441532.0944444444,-1.3,-10.3,0,levent.1008weber,867.0,39.0
DM,41,2441534.0694444445,13.8,-29.2,0,levent.1008weber,847.0,20.0
DM,15,2441534.8256944446,0.7,-3.9,0,levent.1008weber,747.0,41.0
DM,20,2441535.440972222,23.7,-31.4,0,levent.1008weber,945.0,45.0
DM,30,2441536.277777778,12.7,-35.7,0,levent.1008weber,931.0,45.0
DM,34,2441537.4347222224,6.8,-7.2,0,levent.1008weber,971.0,39.0
DM,16,2441545.1534722224,7.5,6.3,0,levent.1008weber,1019.0,39.0
DM,33,2441547.136111111,5.1,115.8,0,levent.1008weber,877.0,0
DM,17,2441547.4895833335,25.5,-21.9,0,levent.1008weber,807.0,45.0
DM,18,2441550.377083333,23.3,32.7,0,levent.1008weber,925.0,57.0
DM,21,2441550.716666667,-18.2,-50.8,0,levent.1008weber,1037.0,28.0
DM,21,2441551.9909722223,-18.2,-50.8,0,levent.1008weber,1037.0,23.0
DM,19,2441554.6631944445,27.7,34.4,0,levent.1008weber,974.0,45.0
DM,40,2441558.865277778,-1.3,-10.3,0,levent.1008weber,867.0,39.0
DM,15,2441559.83125,0.7,-3.9,0,levent.1008weber,747.0,43.0
DM,41,2441560.9694444444,13.8,-29.2,0,levent.1008weber,847.0,24.0
DM,30,2441563.375,12.7,-35.7,0,levent.1008weber,931.0,40.0
DM,34,2441564.513888889,6.8,-7.2,0,levent.1008weber,971.0,20.0
DM,16,2441571.972916667,7.5,6.3,0,levent.1008weber,1019.0,19.0
DM,33,2441574.5694444445,5.1,115.8,0,levent.1008weber,877.0,30.0
DM,17,2441575.0284722224,25.5,-21.9,0,levent.1008weber,807.0,34.0
DM,20,2441576.829861111,23.7,-31.4,0,levent.1008weber,945.0,30.0
DM,18,2441578.092361111,23.3,32.7,0,levent.1008weber,925.0,27.0
DM,21,2441578.967361111,-18.2,-50.8,0,levent.1008weber,1037.0,47.0
DM,19,2441581.923611111,27.7,34.4,0,levent.1008weber,974.0,40.0
DM,14,2441582.101388889,-29.6,-44.4,0,levent.1008weber,933.0,44.0
DM,40,2441586.542361111,-1.3,-10.3,0,levent.1008weber,867.0,44.0
DM,41,2441587.4125,13.8,-29.2,0,levent.1008weber,847.0,31.0
DM,20,2441589.388888889,23.7,-31.4,0,levent.1008weber,945.0,45.0
DM,30,2441590.5805555554,12.7,-35.7,0,levent.1008weber,931.0,34.0
DM,34,2441592.0381944445,6.8,-7.2,0,levent.1008weber,971.0,45.0
DM,16,2441599.142361111,7.5,6.3,0,levent.1008weber,1019.0,45.0
DM,17,2441601.390277778,25.5,-21.9,0,levent.1008weber,807.0,38.0
DM,33,2441602.31875,5.1,115.8,0,levent.1008weber,877.0,51.0
DM,1,2441605.9423611113,-15.7,-36.6,0,levent.1008weber,867.0,23.0
DM,21,2441606.0048611113,-18.2,-50.8,0,levent.1008weber,1037.0,23.0
DM,18,2441606.061111111,23.3,32.7,0,levent.1008weber,925.0,27.0
DM,14,2441609.9125,-29.6,-44.4,0,levent.1008weber,933.0,26.0
DM,15,2441613.2784722224,0.7,-3.9,0,levent.1008weber,747.0,54.0
DM,41,2441614.0055555557,13.8,-29.2,0,levent.1008weber,847.0,42.0
DM,42,2441614.3215277777,22.2,-50.7,0,levent.1008weber,907.0,37.0
DM,20,2441616.935416667,23.7,-31.4,0,levent.1008weber,945.0,43.0
DM,30,2441617.967361111,12.7,-35.7,0,levent.1008weber,931.0,42.0
DM,34,2441620.19375,6.8,-7.2,0,levent.1008weber,971.0,41.0
DM,16,2441627.425,7.5,6.3,0,levent.1008weber,1019.0,28.0
DM,17,2441627.888888889,25.5,-21.9,0,levent.1008weber,807.0,20.0
DM,17,2441628.870833333,25.5,-21.9,0,levent.1008weber,807.0,26.0
DM,33,2441630.246527778,5.1,115.8,0,levent.1008weber,877.0,35.0
DM,21,2441633.961111111,-18.2,-50.8,0,levent.1008weber,1037.0,16.0
DM,18,2441634.120833333,23.3,32.7,0,levent.1008weber,925.0,21.0
DM,1,2441634.341666667,-15.7,-36.6,0,levent.1008weber,867.0,18.0
DM,14,2441638.515972222,-29.6,-44.4,0,levent.1008weber,933.0,17.0
DM,41,2441641.377083333,13.8,-29.2,0,levent.1008weber,847.0,17.0
DM,42,2441642.140972222,22.2,-50.7,0,levent.1008weber,907.0,27.0
DM,15,2441642.345833333,0.7,-3.9,0,levent.1008weber,747.0,31.0
DM,20,2441644.688888889,23.7,-31.4,0,levent.1008weber,945.0,23.0
DM,30,2441645.5222222223,12.7,-35.7,0,levent.1008weber,931.0,28.0
DM,34,2441647.5180555554,6.8,-7.2,0,levent.1008weber,971.0,24.0
DM,17,2441656.121527778,25.5,-21.9,0,levent.1008weber,807.0,27.0
DM,33,2441658.0618055556,5.1,115.8,0,levent.1008weber,877.0,21.0
DM,21,2441661.3354166667,-18.2,-50.8,0,levent.1008weber,1037.0,47.0
DM,18,2441661.75,23.3,32.7,0,levent.1008weber,925.0,50.0
DM,1,2441662.25,-15.7,-36.6,0,levent.1008weber,867.0,40.0
DM,40,2441668.732638889,-1.3,-10.3,0,levent.1008weber,867.0,45.0
DM,41,2441669.183333333,13.8,-29.2,0,levent.1008weber,847.0,36.0
DM,42,2441669.515972222,22.2,-50.7,0,levent.1008weber,907.0,52.0
DM,15,2441671.4090277776,0.7,-3.9,0,levent.1008weber,747.0,41.0
DM,20,2441672.3493055557,23.7,-31.4,0,levent.1008weber,945.0,32.0
DM,30,2441673.1875,12.7,-35.7,0,levent.1008weber,931.0,55.0
DM,1,2441674.9444444445,-15.7,-36.6,0,levent.1008weber,867.0,35.0
DM,17,2441683.980555556,25.5,-21.9,0,levent.1008weber,807.0,33.0
DM,33,2441685.613888889,5.1,115.8,0,levent.1008weber,877.0,34.0
DM,21,2441687.496527778,-18.2,-50.8,0,levent.1008weber,1037.0,25.0
DM,18,2441688.452777778,23.3,32.7,0,levent.1008weber,925.0,28.0
DM,1,2441688.734027778,-15.7,-36.6,0,levent.1008weber,867.0,33.0
DM,1,2441690.882638889,-15.7,-36.6,0,levent.1008weber,867.0,25.0
DM,14,2441694.2604166665,-29.6,-44.4,0,levent.1008weber,933.0,30.0
DM,41,2441696.6319444445,13.8,-29.2,0,levent.1008weber,847.0,10.0
DM,42,2441696.738888889,22.2,-50.7,0,levent.1008weber,907.0,19.0
DM,40,2441697.4368055556,-1.3,-10.3,0,levent.1008weber,867.0,27.0
DM,20,2441699.8368055555,23.7,-31.4,0,levent.1008weber,945.0,35.0
DM,15,2441699.9506944446,0.7,-3.9,0,levent.1008weber,747.0,21.0
DM,30,2441699.9736111113,12.7,-35.7,0,levent.1008weber,931.0,20.0
DM,1,2441702.5027777776,-15.7,-36.6,0,levent.1008weber,867.0,29.0
DM,33,2441712.923611111,5.1,115.8,0,levent.1008weber,877.0,30.0
DM,21,2441714.408333333,-18.2,-50.8,0,levent.1008weber,1037.0,23.0
DM,18,2441715.0770833334,23.3,32.7,0,levent.1008weber,925.0,19.0
DM,1,2441715.290972222,-15.7,-36.6,0,levent.1008weber,867.0,29.0
DM,21,2441716.228472222,-18.2,-50.8,0,levent.1008weber,1037.0,13.0
DM,42,2441724.18125,22.2,-50.7,0,levent.1008weber,907.0,19.0
DM,40,2441725.199305556,-1.3,-10.3,0,levent.1008weber,867.0,33.0
DM,30,2441726.875,12.7,-35.7,0,levent.1008weber,931.0,25.0
DM,20,2441727.1430555554,23.7,-31.4,0,levent.1008weber,945.0,24.0
DM,15,2441727.601388889,0.7,-3.9,0,levent.1008weber,747.0,24.0
DM,1,2441733.0375,-15.7,-36.6,0,levent.1008weber,867.0,26.0
DM,53,2441738.6819444443,-10.1,-39.2,0,levent.1008weber,933.0,33.0
DM,33,2441739.75625,5.1,115.8,0,levent.1008weber,877.0,46.0
DM,21,2441741.9951388887,-18.2,-50.8,0,levent.1008weber,1037.0,37.0
DM,18,2441742.24375,23.3,32.7,0,levent.1008weber,925.0,24.0
DM,1,2441742.8020833335,-15.7,-36.6,0,levent.1008weber,867.0,40.0
DM,42,2441751.0673611113,22.2,-50.7,0,levent.1008weber,907.0,18.0
DM,40,2441751.2763888887,-1.3,-10.3,0,levent.1008weber,867.0,37.0
DM,30,2441753.859722222,12.7,-35.7,0,levent.1008weber,931.0,32.0
DM,20,2441754.16875,23.7,-31.4,0,levent.1008weber,945.0,37.0
DM,53,2441765.765277778,-10.1,-39.2,0,levent.1008weber,933.0,23.0
DM,18,2441769.945138889,23.3,32.7,0,levent.1008weber,925.0,39.0
DM,1,2441770.777083333,-15.7,-36.6,0,levent.1008weber,867.0,41.0
DM,40,2441777.5,-1.3,-10.3,0,levent.1008weber,867.0,30.0
DM,42,2441778.003472222,22.2,-50.7,0,levent.1008weber,907.0,25.0
DM,41,2441779.361111111,13.8,-29.2,0,levent.1008weber,847.0,35.0
DM,15,2441780.8131944444,0.7,-3.9,0,levent.1008weber,747.0,54.0
DM,20,2441781.0631944444,23.7,-31.4,0,levent.1008weber,945.0,0
DM,30,2441781.293055556,12.7,-35.7,0,levent.1008weber,931.0,58.0
DM,53,2441792.7666666666,-10.1,-39.2,0,levent.1008weber,933.0,19.0
DM,33,2441794.1041666665,5.1,115.8,0,levent.1008weber,877.0,30.0
DM,20,2441794.3527777777,23.7,-31.4,0,levent.1008weber,945.0,35.0
DM,18,2441797.8,23.3,32.7,0,levent.1008weber,925.0,18.0
DM,21,2441798.1875,-18.2,-50.8,0,levent.1008weber,1037.0,20.0
DM,1,2441798.95625,-15.7,-36.6,0,levent.1008weber,867.0,23.0
DM,50,2441802.546527778,8.7,-53.4,0,levent.1008weber,828.0,23.0
DM,44,2441803.073611111,50.2,60.2,0,levent.1008weber,908.0,24.0
DM,54,2441804.0027777776,13.1,-52.4,0,levent.1008weber,933.0,21.0
DM,40,2441804.935416667,-1.3,-10.3,0,levent.1008weber,867.0,23.0
DM,42,2441805.5791666666,22.2,-50.7,0,levent.1008weber,907.0,26.0
DM,41,2441806.1555555556,13.8,-29.2,0,levent.1008weber,847.0,26.0
DM,15,2441807.8743055556,0.7,-3.9,0,levent.1008weber,747.0,21.0
DM,20,2441808.3152777776,23.7,-31.4,0,levent.1008weber,945.0,16.0
DM,30,2441808.620833333,12.7,-35.7,0,levent.1008weber,931.0,26.0
DM,1,2441810.296527778,-15.7,-36.6,0,levent.1008weber,867.0,23.0
DM,53,2441819.9875,-10.1,-39.2,0,levent.1008weber,933.0,28.0
DM,20,2441821.757638889,23.7,-31.4,0,levent.1008weber,945.0,59.0
DM,33,2441822.1479166667,5.1,115.8,0,levent.1008weber,877.0,47.0
DM,18,2441825.878472222,23.3,32.7,0,levent.1008weber,925.0,35.0
DM,21,2441826.4583333335,-18.2,-50.8,0,levent.1008weber,1037.0,35.0
DM,1,2441827.23125,-15.7,-36.6,0,levent.1008weber,867.0,27.0
DM,44,2441831.2333333334,50.2,60.2,0,levent.1008weber,908.0,44.0
DM,14,2441831.288888889,-29.6,-44.4,0,levent.1008weber,933.0,54.0
DM,54,2441831.6222222224,13.1,-52.4,0,levent.1008weber,933.0,34.0
DM,50,2441831.6493055555,8.7,-53.4,0,levent.1008weber,828.0,40.0
DM,40,2441832.9305555555,-1.3,-10.3,0,levent.1008weber,867.0,35.0
DM,42,2441833.0965277776,22.2,-50.7,0,levent.1008weber,907.0,36.0
DM,41,2441833.7097222223,13.8,-29.2,0,levent.1008weber,847.0,33.0
DM,15,2441835.6340277777,0.7,-3.9,0,levent.1008weber,747.0,32.0
DM,30,2441836.559027778,12.7,-35.7,0,levent.1008weber,931.0,45.0
DM,1,2441838.965277778,-15.7,-36.6,0,levent.1008weber,867.0,50.0
DM,56,2441846.3875,1.1,-20.6,0,levent.1008weber,933.0,42.0
DM,33,2441850.060416667,5.1,115.8,0,levent.1008weber,877.0,33.0
DM,18,2441853.507638889,23.3,32.7,0,levent.1008weber,925.0,29.0
DM,1,2441856.2569444445,-15.7,-36.6,0,levent.1008weber,867.0,45.0
DM,1,2441856.336111111,-15.7,-36.6,0,levent.1008weber,867.0,26.0
DM,44,2441859.232638889,50.2,60.2,0,levent.1008weber,908.0,35.0
DM,54,2441859.3354166667,13.1,-52.4,0,levent.1008weber,933.0,42.0
DM,14,2441859.497916667,-29.6,-44.4,0,levent.1008weber,933.0,43.0
DM,50,2441860.2368055554,8.7,-53.4,0,levent.1008weber,828.0,29.0
DM,42,2441860.36875,22.2,-50.7,0,levent.1008weber,907.0,64.0
DM,40,2441861.49375,-1.3,-10.3,0,levent.1008weber,867.0,0
DM,41,2441861.5125,13.8,-29.2,0,levent.1008weber,847.0,32.0
DM,30,2441863.5805555554,12.7,-35.7,0,levent.1008weber,931.0,39.0
DM,1,2441866.6298611113,-15.7,-36.6,0,levent.1008weber,867.0,33.0
DM,56,2441873.959027778,1.1,-20.6,0,levent.1008weber,933.0,29.0
DM,53,2441874.488888889,-10.1,-39.2,0,levent.1008weber,933.0,31.0
DM,33,2441877.7881944445,5.1,115.8,0,levent.1008weber,877.0,65.0
DM,18,2441880.4145833333,23.3,32.7,0,levent.1008weber,925.0,38.0
DM,21,2441881.4444444445,-18.2,-50.8,0,levent.1008weber,1037.0,40.0
DM,1,2441882.7097222223,-15.7,-36.6,0,levent.1008weber,867.0,28.0
DM,1,2441884.293055556,-15.7,-36.6,0,levent.1008weber,867.0,58.0
DM,44,2441887.409722222,50.2,60.2,0,levent.1008weber,908.0,30.0
DM,42,2441887.6694444446,22.2,-50.7,0,levent.1008weber,907.0,46.0
DM,50,2441888.123611111,8.7,-53.4,0,levent.1008weber,828.0,42.0
DM,41,2441889.5222222223,13.8,-29.2,0,levent.1008weber,847.0,28.0
DM,40,2441889.78125,-1.3,-10.3,0,levent.1008weber,867.0,45.0
DM,30,2441890.8180555557,12.7,-35.7,0,levent.1008weber,931.0,27.0
DM,1,2441894.715277778,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,73,2441900.4541666666,21.1,-44.0,0,levent.1008weber,908.0,36.0
DM,53,2441901.497916667,-10.1,-39.2,0,levent.1008weber,933.0,33.0
DM,33,2441905.310416667,5.1,115.8,0,levent.1008weber,877.0,53.0
DM,21,2441907.03125,-18.2,-50.8,0,levent.1008weber,1037.0,35.0
DM,18,2441907.18125,23.3,32.7,0,levent.1008weber,925.0,29.0
DM,1,2441909.3194444445,-15.7,-36.6,0,levent.1008weber,867.0,30.0
DM,1,2441912.2159722224,-15.7,-36.6,0,levent.1008weber,867.0,49.0
